MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,RMS,Zero_Crossing_Rate,label
-429.15417,129.3309,34.15048,25.616564,19.56798,34.61444,15.632753,12.827638,3.3212297,-13.288692,-15.270432,-5.4582524,1.6269581,0.16125628,0.15087293,0.18097775,0.32203993,0.53432876,0.62055874,0.639271,0.5463702,0.42397836,0.31716284,0.26939452,0.20537612,0.049961437,0.018247151243093923,elif
120.52501,59.607113,-11.195905,5.5554366,-1.4662592,-5.946647,-9.24152,-10.468856,-13.277016,-12.646254,-8.5030985,-2.7526877,-0.958258,0.27905157,0.25166255,0.22421215,0.16706134,0.15790202,0.15454091,0.11824312,0.2046671,0.4224678,0.6192192,0.47967917,0.2915123,0.9891409,0.0434295224471831,elif
-411.42657,124.76146,37.73603,23.016102,28.804611,26.93154,-0.79479647,-0.6525307,-21.007587,-12.877887,-4.53494,-0.78288317,-19.044392,0.32899666,0.2858737,0.23334062,0.176209,0.11862169,0.11467754,0.12305369,0.23517871,0.47617972,0.59407675,0.60984164,0.4362076,0.05078072,0.02435865469858156,elif
-451.30566,121.54338,17.6729,-1.0611923,12.833164,6.067382,-9.245232,5.7702594,-1.3867227,-6.046672,-2.4719129,0.19770029,-9.866967,0.6460181,0.61131537,0.3967044,0.33229867,0.3187477,0.37538505,0.41027418,0.38836145,0.53879344,0.58308846,0.61244124,0.59105563,0.040565006,0.08656803641732283,elif
-447.31766,123.074615,2.929047,-0.029153744,9.901794,-6.9874563,-3.3043103,0.17293966,-12.609033,-7.9268904,-8.164793,-14.259198,-7.897851,0.36124265,0.50344884,0.61623544,0.59785676,0.55443215,0.6457706,0.57348037,0.3380233,0.29316956,0.30288273,0.37892538,0.3864552,0.040161986,0.08364810583726415,elif
158.44025,57.829926,2.448326,5.5053167,-0.69993335,-1.7872603,-4.7018566,-5.6548824,-3.8890927,-7.179625,-5.626923,-4.977273,-5.425922,0.52682173,0.64377004,0.5176952,0.3942648,0.3591182,0.35783696,0.42475477,0.39524475,0.4010663,0.5195136,0.6374163,0.5499848,0.98649234,0.11487676056338028,elif
-452.20938,121.32199,19.339123,-0.7434249,11.917305,6.2037425,-8.572076,5.8771877,-1.1659943,-6.040936,-3.5185568,-0.97459143,-10.151878,0.6547858,0.6489616,0.41671088,0.32953018,0.31599778,0.371541,0.41598165,0.38862476,0.5244899,0.590696,0.62801474,0.5924504,0.041087713,0.08700929465868794,elif
-281.94513,198.59831,-5.0310683,-22.15151,19.333277,18.532465,-22.469175,1.756042,-12.643743,-15.850998,-7.972546,-5.0790186,-18.301403,0.3649173,0.30028316,0.25321487,0.21537168,0.19935402,0.3133044,0.3344744,0.30220017,0.36300215,0.50832087,0.49654254,0.3997748,0.1185141,0.02848431536259542,elif
-295.72815,206.83315,-1.991946,-19.149979,12.733518,25.174612,-15.894078,-2.0204856,-5.009336,-16.360144,-9.811459,-3.8856506,-11.436474,0.28410673,0.24662755,0.19926551,0.2591959,0.35569048,0.3180208,0.33228576,0.41206777,0.5516174,0.4324489,0.38201493,0.32392037,0.117329106,0.025847199675324676,elif
143.2526,62.88223,-14.97251,3.0390594,-2.788598,-6.7196536,-9.500365,-8.634557,-9.070587,-8.551155,-5.6552057,-2.0106292,-2.5661063,0.3062142,0.25138628,0.2667881,0.19484568,0.19337313,0.35504943,0.3250422,0.27844203,0.346338,0.45261183,0.41849208,0.34480083,0.9892995,0.05492820202464789,elif
-283.1413,197.07805,-4.949016,-22.246174,19.586786,18.856794,-22.693216,1.6181197,-12.989873,-15.838914,-8.361263,-5.456625,-18.694695,0.35054836,0.3011351,0.2598956,0.23418532,0.20457627,0.32106718,0.34475282,0.31130087,0.36099026,0.50088364,0.5074642,0.38134214,0.11818559,0.02911679964539007,elif
-300.762,197.30418,-7.5927567,-20.83664,23.216333,13.625931,-23.533997,4.525068,-2.517017,-4.2748613,-10.934449,-8.381128,-18.084806,0.5062424,0.40936515,0.3156236,0.29619625,0.2612437,0.26679802,0.32065707,0.4313333,0.5211658,0.547932,0.5248589,0.51736766,0.08429566,0.029830577761627907,elif
-221.00993,127.43219,-72.003265,16.4813,-42.279877,-26.275366,-20.049934,-27.876873,-7.2714167,-15.23928,-15.684097,-13.942555,2.0289783,0.32616782,0.439079,0.46699938,0.46132603,0.4084181,0.36248448,0.27122143,0.24957466,0.35006225,0.22191367,0.18257833,0.18667868,0.08738959,0.07358306308962265,elif
146.65,64.44889,-12.588984,6.8584876,-2.0917842,-5.098887,-6.0274825,-7.077329,-10.599438,-8.786886,-4.6648483,-5.7640133,-5.612897,0.35881108,0.27858326,0.3002718,0.40187806,0.29064888,0.24037331,0.2696921,0.40263817,0.5139528,0.52046883,0.5056242,0.4225694,0.98929024,0.056516835387323945,elif
-303.19177,197.07271,-6.0575895,-21.077263,23.137741,14.147016,-23.58519,4.3201685,-2.5862746,-3.9989655,-11.204989,-8.465871,-17.605556,0.4316194,0.31967545,0.30436748,0.25777853,0.24851243,0.27060008,0.38451114,0.4842328,0.5419397,0.52293247,0.5232654,0.49467927,0.08514552,0.029385181183510637,elif
-338.85764,177.01866,1.6870247,-0.07867413,38.755005,14.645853,-19.591436,5.3153687,-1.8983945,-9.315998,-10.032591,-8.247751,-18.080284,0.41611657,0.31708694,0.30156907,0.33573258,0.31750464,0.34776983,0.40037632,0.47781947,0.53823245,0.5832461,0.5374513,0.44589084,0.08774856,0.03380078125,elif
-287.41425,154.01978,-32.283474,29.59452,-9.214353,-36.099777,-4.319296,-25.635971,-20.014767,-8.843997,-12.257022,-7.62294,-14.318073,0.20902643,0.34472758,0.25425252,0.22381225,0.2374426,0.34679186,0.50423867,0.5198757,0.48192048,0.34338614,0.28339747,0.20888229,0.090926796,0.061536458333333335,elif
142.82669,66.52208,-6.2750955,6.8521986,-5.2734046,-2.893353,-4.142848,-7.758557,-6.5847445,-4.626342,-4.910045,-3.971053,-5.9120703,0.2515716,0.29633483,0.3859031,0.3048502,0.28099683,0.30962038,0.39872864,0.542176,0.5311449,0.4998552,0.36858848,0.30317074,0.98926425,0.06521649427816902,elif
-335.1489,176.39731,0.1615317,0.4478868,40.12979,13.929655,-20.50143,5.510111,-1.3984126,-10.222417,-10.822011,-8.367485,-17.88056,0.3321531,0.29363954,0.32757753,0.3048076,0.32225484,0.3515371,0.43843636,0.50271046,0.5852108,0.56541413,0.4486021,0.4033988,0.09055347,0.03479436779698582,elif
-292.79544,133.1723,-27.090048,5.395398,-16.535172,-5.7361746,-29.24335,19.321959,-5.5624933,-11.910516,-8.387351,-4.1140313,-19.205355,0.4616499,0.48487222,0.34435755,0.24331598,0.40925786,0.31765974,0.24363708,0.25487393,0.34427845,0.5577992,0.74368554,0.57154065,0.039930236,0.06157394935344827,elif
-394.62106,181.15451,70.75476,35.059166,20.551777,-4.7048297,-10.990514,16.720522,23.057894,12.368135,8.933424,0.8347487,-2.376158,0.6393259,0.63831896,0.61862946,0.5827925,0.58253646,0.58977157,0.58033514,0.55453044,0.5126921,0.45916227,0.55140823,0.65774924,0.09883246,0.012692589742100371,elif
143.83939,47.974926,-12.462204,2.2101872,-5.2628503,-5.3534217,-6.9035873,-8.843637,-8.4208765,-6.002349,-3.0045345,-2.31768,-2.5498216,0.37503502,0.2872048,0.24437208,0.28958866,0.39089605,0.3021946,0.2007367,0.33598614,0.34922495,0.3377785,0.43467268,0.43918622,0.9892749,0.08961680237676056,elif
-287.91983,172.39224,-15.448578,-5.897827,17.424822,2.2461956,-29.64167,6.4934645,-12.75484,-17.285353,-4.3029175,-1.1251032,-20.344849,0.37897146,0.28495246,0.24878182,0.31198516,0.37374398,0.26718712,0.27677685,0.31203964,0.31536728,0.39930004,0.47922245,0.40428984,0.101756714,0.04893894060283688,elif
-281.42557,197.78389,-44.035156,-15.073614,36.737103,6.7722917,-32.857906,-5.055427,-17.613201,-3.1155682,5.238739,-1.467705,-23.325489,0.49909827,0.48128447,0.300892,0.28233287,0.46365425,0.25181147,0.12948433,0.19181317,0.3015478,0.7140136,0.50335234,0.5803589,0.0832631,0.04049366918103448,elif
-381.25204,190.25453,27.709991,-5.474289,-4.0832844,26.122995,34.462265,9.179657,14.331385,13.688758,3.4243152,-8.052686,-11.064685,0.5705905,0.5353545,0.46201575,0.40544158,0.44068015,0.46221852,0.43582398,0.40584275,0.4241071,0.4719311,0.53813124,0.49332076,0.07044943,0.024778451492537313,elif
147.89684,55.56148,-6.5903497,9.619293,-6.4972506,-8.075191,-7.22218,-5.6985583,-7.4601903,-6.734143,-0.15846352,-1.0623487,-4.8905845,0.35856608,0.32526818,0.40390325,0.4151367,0.411995,0.33677074,0.3337956,0.35536045,0.3388524,0.401569,0.38185215,0.38173902,0.9892281,0.09029764524647887,elif
-331.8791,169.58801,-11.474134,6.819806,44.163895,20.071371,-19.660707,-0.8621343,-15.342796,-3.7205625,-0.9800443,-10.054812,-27.784903,0.42684624,0.3747865,0.34631255,0.37299412,0.41643974,0.3489333,0.3217459,0.35045862,0.3619804,0.43485078,0.40546003,0.42602408,0.07177713,0.047541625110815604,elif
-347.77036,152.41472,0.46489453,10.335939,28.237473,37.63853,-14.696272,-27.5076,-10.830443,11.130377,-4.468016,-19.265615,-21.705381,0.2382869,0.33780816,0.34140068,0.26076618,0.3277194,0.5101509,0.6942812,0.6480997,0.5824402,0.47372937,0.34265622,0.23154972,0.044952255,0.033970424107142856,elif
-451.07062,141.43526,72.555046,42.3583,21.150654,-1.3427643,0.253391,13.746639,13.309294,10.4002075,9.280343,9.205053,12.103196,0.6796671,0.6358841,0.59975725,0.6064531,0.6271797,0.5995823,0.57972884,0.5386321,0.5449305,0.5863312,0.6295239,0.66656506,0.05527556,0.011307779947916667,elif
144.71846,63.995724,-7.469435,6.315319,-3.7003355,-8.132637,-7.509985,-3.3855424,-6.544657,-6.36292,-2.9578347,-2.968098,-4.7883697,0.19083154,0.19040945,0.2161172,0.25507253,0.33745697,0.52038825,0.5349464,0.50602674,0.45292175,0.44831744,0.39060742,0.2270897,0.9891621,0.0699892715669014,elif
-375.42203,171.00496,15.585643,-2.9907937,29.552513,23.472364,-18.05084,-5.577151,-9.223723,-3.0154338,-3.938044,-10.346455,-22.180876,0.2098737,0.19651176,0.20237814,0.26008606,0.33203366,0.45372325,0.5473753,0.51434827,0.4830773,0.48635086,0.44089875,0.274475,0.057557836,0.039114444813829786,elif
-354.23053,125.86606,-19.700363,-2.9965327,28.494053,12.432455,-4.0457983,8.976824,-1.9844698,-3.8099713,4.866846,4.3274326,-10.294361,0.5340077,0.44401205,0.32512593,0.3577536,0.44157448,0.42761645,0.41615623,0.38108987,0.41604152,0.37544444,0.4290935,0.5148356,0.06473869,0.06966727120535714,elif
-382.8365,136.42616,22.407331,-15.436667,-4.3828917,15.862212,16.510054,2.4519458,5.374418,12.795219,9.429213,1.6911612,-5.7348223,0.54338163,0.5290151,0.427188,0.35187197,0.3896969,0.45660496,0.48543423,0.4997589,0.48229033,0.49804556,0.4343325,0.49728382,0.06349582,0.035736659787735846,elif
148.94911,42.67799,-4.9622936,14.024579,1.4224888,-0.8895384,-1.0531512,-4.0081005,-3.8459868,-3.8255198,-0.33251035,3.2220745,-1.7229655,0.5530529,0.54327184,0.44309855,0.43074113,0.4449954,0.4200966,0.37554634,0.35685655,0.37299463,0.3618909,0.39817497,0.4979275,0.98850435,0.12157515404929578,elif
-356.60455,123.972534,-20.390816,-4.191665,28.701683,11.913491,-4.6644244,8.4157505,-2.252749,-4.006104,4.688608,3.6568258,-10.997487,0.5316251,0.4413511,0.32845762,0.36146617,0.44174597,0.41802207,0.41342616,0.38616636,0.42198908,0.37646165,0.42784595,0.5082811,0.06504246,0.06963029144503546,elif
-273.92245,192.24829,-37.45519,-13.18726,41.646156,9.324543,-26.034567,-9.905929,-24.581245,-19.879816,4.285429,0.05445449,-23.435896,0.27542874,0.1892608,0.082259394,0.1384051,0.28084382,0.21521069,0.20158374,0.25918686,0.4440924,0.909609,0.7255503,0.47012547,0.08003632,0.043912208686440676,elif
-228.78001,91.85236,-59.428085,-8.5218,-75.68068,-5.1050444,-32.534214,-6.623907,-18.431576,1.4345812,1.9600435,26.85366,16.039015,0.121146426,0.10107358,0.11649252,0.25379387,0.29614294,0.36077836,0.50203425,0.53385705,0.4776608,0.3110518,0.17211966,0.09732305,0.08279089,0.10350371570121951,elif
142.79349,58.42274,-13.620661,5.420097,-6.312873,-7.4807396,-6.917149,-6.006504,-7.3013926,-7.348761,-5.9729724,-3.6562526,-4.4762177,0.31193703,0.20095634,0.16663831,0.20654845,0.18040718,0.2390364,0.33029723,0.38128293,0.48475227,0.5428712,0.5526541,0.44145536,0.9893072,0.06276821082746478,elif
-332.08246,187.78604,-11.550584,-5.9701915,41.558277,11.527602,-26.107897,5.460986,-10.726566,-15.674102,-8.613432,-9.911501,-26.75458,0.3204288,0.20837486,0.18475388,0.1656967,0.18193099,0.2998262,0.37498137,0.44293767,0.5196515,0.6193084,0.5680533,0.4153948,0.08042509,0.0326421210106383,elif
-388.09778,141.6778,4.1928678,15.377966,41.076004,4.6339192,-27.415718,-14.63354,-7.77047,-10.352127,-9.653353,-8.11889,-13.4793415,0.37838283,0.38478488,0.37875134,0.42368644,0.2987953,0.18914476,0.24383643,0.25643185,0.22209941,0.20463441,0.17783344,0.24847153,0.07316098,0.028265625,elif
-373.56287,132.92372,-9.200919,27.248611,7.746318,-41.845726,-20.758593,-5.1621275,-17.659567,-18.069542,-17.942799,-18.857952,-11.72238,0.20140465,0.26333812,0.16291215,0.1432411,0.10748138,0.19562553,0.3397854,0.31514233,0.29487923,0.37636563,0.25657162,0.13198788,0.07373876,0.039767235824742266,elif
122.50324,49.37722,-11.39715,6.061377,-5.018887,-5.983419,-6.964026,-10.226333,-12.414359,-8.749201,-4.707933,-0.18378454,1.9945606,0.3431921,0.35117924,0.33440626,0.39456347,0.27230957,0.14073625,0.2573131,0.33646217,0.19258417,0.17035183,0.15033385,0.22082292,0.98911685,0.05360090228873239,elif
-392.16718,139.42409,5.6327467,15.470144,40.304966,5.071771,-27.324219,-14.563683,-7.738155,-10.444368,-10.206857,-8.392904,-13.051051,0.37544125,0.37855527,0.37118533,0.41788536,0.30209246,0.18300906,0.23383956,0.26288047,0.2046815,0.19170156,0.15972616,0.24004474,0.07273969,0.029128920101950354,elif
-315.19818,187.2181,-7.615392,-14.463736,24.593462,28.358635,-6.243483,-4.270039,-6.289983,0.5642123,0.95113856,0.15024182,-14.481349,0.3512398,0.50800586,0.56750005,0.57822293,0.6008437,0.7099336,0.6089551,0.40436602,0.33345434,0.3732825,0.53940034,0.3915663,0.047477726,0.028173053075396824,elif
-421.59244,185.61552,56.517124,17.652512,-9.030407,1.5775794,33.267635,22.019964,11.38036,14.949967,13.953149,15.127252,5.453499,0.46876848,0.49969456,0.5190197,0.52528936,0.58231664,0.6399318,0.66812605,0.64839184,0.5779508,0.5188995,0.49921274,0.48595113,0.07182393,0.011912885918674699,elif
136.48712,64.356514,-8.944152,6.562049,-4.265865,-6.0067735,-7.0689683,-6.611813,-8.745976,-8.742069,-4.6555104,-2.9566882,-4.9072914,0.23014902,0.16639566,0.16920334,0.21075787,0.23770714,0.37761354,0.5004716,0.3476381,0.27739045,0.3379521,0.46441317,0.38436705,0.98926586,0.0537384463028169,elif
-354.50143,176.41757,3.352481,-0.56153643,42.077053,25.57948,-20.243702,-1.2528013,-11.817561,-6.28163,-4.7241235,-5.7950044,-23.435907,0.23213272,0.18375447,0.20351124,0.26303962,0.34793398,0.4496056,0.44085255,0.35608155,0.36174345,0.43723422,0.4511169,0.31917137,0.07315173,0.028538480718085107,elif
-340.51315,145.26738,-13.25026,19.616966,42.323723,15.147787,-18.439447,-6.5233035,-15.097192,-11.0403805,-1.2550149,-7.6157246,-18.50773,0.33064738,0.7325763,0.9349585,0.82275736,0.3994584,0.1884108,0.11360438,0.081674926,0.07445855,0.08276362,0.13895579,0.17079316,0.06740525,0.022927024147727272,elif
-445.0133,118.77366,27.604063,0.74973387,-1.5645071,5.12096,22.58408,21.78349,10.796035,11.474279,13.52223,15.0067215,12.006136,0.49242568,0.44234738,0.3773255,0.34751284,0.39101577,0.43045723,0.43425575,0.531276,0.6679011,0.6875492,0.6755699,0.5916454,0.045677718,0.025359940659153004,elif
126.60782,39.422478,0.9016366,11.700158,-1.4798384,-4.907812,-6.864713,-10.119208,-11.887274,-10.673082,-4.0174413,-0.16910198,-1.6610636,0.32308537,0.6108409,0.7784288,0.56692845,0.26429632,0.22667812,0.21886018,0.18287489,0.1524024,0.1932762,0.19837822,0.18476571,0.988445,0.11156882702464789,elif
-417.86426,96.57193,-7.9381595,21.67811,39.904053,15.693278,-10.814494,0.30635288,-8.003516,-5.398459,-1.2709017,-5.8901124,-18.05957,0.5434326,0.6976585,0.67258626,0.51252127,0.33935297,0.25423443,0.21657674,0.16134459,0.16152519,0.18749242,0.18740681,0.26870593,0.047242917,0.06878705396719859,elif
-321.94202,134.25078,-29.841236,41.101315,29.791431,11.251211,-4.0801744,-2.6761854,-18.712748,0.97423166,-1.8033818,5.576909,-20.278704,0.6092891,0.5966703,0.40253198,0.32068124,0.3336844,0.3710908,0.5520055,0.6873725,0.5995627,0.46940008,0.43422112,0.5935684,0.03404018,0.062244233630952384,elif
-363.9568,184.83968,70.124435,-2.3107502,-12.523926,9.475154,24.22052,13.352341,-0.57244503,1.7664739,12.183113,15.463521,7.450991,0.45002756,0.49138367,0.4922513,0.4701768,0.47726694,0.47166485,0.45448917,0.4534274,0.5092938,0.54059035,0.58657634,0.4829332,0.091559894,0.015468158143939394,elif
139.89867,53.127434,-12.277053,7.435505,-4.020435,-7.180316,-9.35944,-9.927628,-12.125882,-11.746735,-5.566703,-0.421326,-0.71857405,0.34325668,0.32194284,0.3335561,0.35013562,0.3234496,0.34599152,0.40818918,0.44849595,0.26877016,0.20892246,0.2857025,0.36455482,0.98922515,0.07003741197183098,elif
-306.25043,182.43883,-15.80394,-11.153053,36.776714,7.1399856,-15.149234,-1.2380935,-11.315319,-17.46307,0.62950927,2.3353465,-18.295143,0.37891883,0.40351507,0.32396486,0.33905983,0.33563384,0.35672882,0.39374802,0.42395547,0.39297912,0.31901413,0.27854913,0.33165023,0.09322545,0.03635790669326241,elif
-364.93454,186.80304,-2.1337223,-5.7495155,48.029728,30.542622,-14.40489,-0.4723621,-9.175521,-3.9208384,-0.8840819,-3.365237,-17.282583,0.24337533,0.36748606,0.48247898,0.60434574,0.6112851,0.5660053,0.41577682,0.29686192,0.2719648,0.2821633,0.2635825,0.21452986,0.057605255,0.02685068167892157,elif
-386.34305,191.76274,1.4690431,-11.004207,32.641014,46.543015,1.5229565,1.3050047,-0.60302556,-8.80129,-4.1920447,2.8215969,-2.3831296,0.61144274,0.6392205,0.6241306,0.43149465,0.31547073,0.29047135,0.29783678,0.2961436,0.26787084,0.3256056,0.43264434,0.5021495,0.055358928,0.026559012276785716,elif
142.94441,60.67896,-11.568224,10.103984,0.1964384,-5.419627,-5.8455396,-4.771963,-6.5442224,-6.3954196,-4.280966,-2.9885018,-4.4733458,0.22841528,0.42234036,0.615108,0.5125644,0.42999443,0.29248723,0.2153107,0.23501052,0.28107116,0.27545384,0.16432397,0.16221349,0.9892041,0.06038869938380282,elif
-367.73355,181.6771,-6.1309752,-6.091235,49.45845,30.171417,-14.40875,1.6941569,-9.795962,-6.1229205,-1.8619034,-2.6711686,-18.362003,0.30900648,0.43454733,0.52948993,0.60413975,0.62652326,0.50938094,0.33316785,0.25915432,0.2694158,0.28679803,0.23672326,0.23662998,0.055997476,0.032619611591312055,elif
-337.05963,151.40138,-6.150895,11.933477,28.892815,6.9503007,-16.481184,9.624059,-5.835819,-11.151924,-9.491295,-8.119689,-19.662586,0.2605388,0.3816255,0.3131724,0.30962476,0.32131994,0.22683315,0.29789114,0.47412357,0.5398469,0.42034277,0.3401038,0.25888208,0.06713012,0.04526134672619048,elif
-396.10046,164.63278,40.865547,5.549064,1.2541384,15.439033,33.905563,15.969784,0.22786143,3.9294875,7.403473,8.910458,2.4180555,0.43837765,0.4685299,0.44964376,0.3981827,0.4873243,0.5908892,0.6412002,0.5740089,0.48101953,0.4835324,0.51970154,0.53085744,0.06806558,0.017570566466718267,elif
137.28357,50.877815,-12.233241,3.5248587,-5.111926,-3.182327,-3.8966856,-8.750641,-8.7967415,-6.247909,-6.2293854,-5.3005443,-2.9688594,0.19957389,0.28981468,0.2642936,0.2740272,0.21886866,0.17892219,0.24679291,0.46717742,0.47260177,0.31834793,0.28134626,0.20581841,0.9892303,0.07548415492957747,elif
-343.59457,152.92755,-4.514093,9.215279,31.890507,6.0753937,-18.3424,9.613981,-4.249813,-12.490241,-10.371552,-9.215387,-19.954962,0.27047288,0.34409973,0.25808075,0.27040422,0.26084086,0.226128,0.33631045,0.512878,0.53957295,0.39902604,0.321286,0.25616872,0.07040825,0.04128746952570922,elif
-426.83548,103.919556,-46.839794,11.58681,43.937065,24.485647,-14.380016,2.5599349,-15.889804,4.233532,1.0527872,-9.518222,-28.057947,0.7964358,0.4380394,0.19189382,0.29107407,0.20662363,0.14720276,0.08743182,0.083944894,0.10708745,0.19425735,0.18520293,0.33076778,0.014852185,0.08186383928571428,elif
-391.46036,115.29128,-13.105862,33.952587,35.5334,-20.098774,-17.20187,-7.549906,-9.865964,-11.217386,-22.159101,-10.287616,1.884507,0.27775514,0.30408671,0.28217134,0.30756256,0.3508877,0.3500929,0.37250352,0.36531895,0.23286648,0.2574132,0.30314952,0.25089428,0.02901402,0.0738330078125,elif
142.1024,46.837753,-1.417869,14.367488,-3.9349134,-7.093877,-5.397527,-7.2124076,-8.805967,-8.324475,-4.156565,-5.245403,-8.487992,0.35842696,0.35935503,0.2770654,0.28881526,0.34295785,0.29291812,0.31033045,0.321284,0.30924547,0.28241032,0.3217156,0.34902996,0.98892933,0.1030548525528169,elif
-403.56375,120.11345,-7.416407,13.530367,41.573643,29.087496,-15.499155,0.34490082,-11.816421,0.7612463,-3.5480685,-8.900562,-23.569273,0.43785328,0.40788782,0.24276803,0.28263074,0.32059258,0.28606388,0.31907785,0.31302172,0.32587224,0.34607926,0.3926783,0.36903593,0.028518101,0.058240525265957445,elif
-284.40857,146.52924,-25.248226,-4.668808,46.64017,7.548352,-21.201988,-4.320171,-10.717469,-15.797026,-0.48910078,-9.452342,-27.47612,0.43964797,0.42223957,0.21650887,0.16149226,0.3022416,0.34439203,0.3161511,0.29428992,0.285098,0.2866421,0.43968114,0.44900268,0.144509,0.05504653033088235,elif
-363.78766,158.39926,79.85716,15.564452,-12.994944,-9.752972,11.369148,25.161825,17.73311,4.799671,1.4025005,8.651174,15.119191,0.54304963,0.5339359,0.5284123,0.56723493,0.583722,0.6924802,0.66862065,0.5104458,0.4421624,0.46294975,0.5041229,0.541086,0.13444549,0.016228897270114943,elif
134.05019,44.131607,-9.804116,9.978128,-4.3521295,-8.723124,-9.870677,-9.034837,-10.455335,-9.050733,-1.2437797,1.6068306,-1.2090521,0.42325038,0.32266715,0.18173048,0.21410847,0.3398581,0.311077,0.2673513,0.28885162,0.31082386,0.2917898,0.36255574,0.38655123,0.9888374,0.08709286971830986,elif
-292.00293,146.41362,-18.856754,-3.8083808,43.1694,6.9516582,-20.891457,-4.9846797,-9.825767,-14.325189,-0.2197001,-8.961795,-27.141283,0.4655438,0.40842918,0.22622699,0.21680832,0.31729734,0.31062922,0.28349,0.29190797,0.31915596,0.32705027,0.43978027,0.4386331,0.13795929,0.05126433676861702,elif
-257.4471,213.60185,-32.24072,-20.896675,35.301235,8.655308,-20.20626,-2.0056977,-18.350863,-15.900873,-0.20631748,-9.264166,-27.599844,0.76080245,0.5434325,0.48811764,0.44486442,0.41223052,0.35022146,0.2342812,0.21665715,0.4100904,0.5869522,0.5423629,0.7533475,0.10954384,0.036382907774390245,elif
-308.37204,81.288994,-51.492954,30.96939,-44.107643,-12.7545,-22.466856,-24.750954,-13.3961735,-4.5425625,5.1425734,-13.568739,-4.351692,0.32927278,0.3512449,0.38820967,0.3503429,0.32823798,0.34306785,0.39214948,0.52546406,0.5009383,0.40713474,0.3958597,0.42838222,0.08259166,0.14935772235576922,elif
153.0857,45.599384,-9.862812,12.42482,0.2279305,-4.3531275,-4.1882114,-5.896715,-7.919983,-8.668754,-5.4545994,-1.4322438,-2.6059656,0.40576726,0.48798057,0.5430198,0.5567075,0.46520382,0.43684053,0.452066,0.38652474,0.4079506,0.46792978,0.39771914,0.36662415,0.9884725,0.11853543133802817,elif
-361.10034,143.28665,-24.6394,-12.98255,34.85073,6.05762,-14.896247,1.9380018,-4.971738,-4.8147745,4.0126104,0.38204014,-12.526971,0.4061825,0.49792734,0.46706936,0.46099457,0.5031961,0.48891786,0.44670308,0.413419,0.38068533,0.43921125,0.45514116,0.3764404,0.08037028,0.06832474512411348,elif
-314.31055,196.17982,6.502683,-16.058123,12.507385,6.858238,-10.135887,7.1625195,-6.7081995,-12.713204,-6.012435,0.056458283,-17.730164,0.41217628,0.31500354,0.30122253,0.28219533,0.29749584,0.29496887,0.29514408,0.3814776,0.3916431,0.45271114,0.5019546,0.4673984,0.09450754,0.02448032924107143,elif
-318.4668,196.67076,-3.193434,-15.210871,12.276473,3.2904034,-8.099438,4.1820173,-8.012081,-14.752354,-4.0940447,-5.7353277,-20.6115,0.4428544,0.3385083,0.28385648,0.27742878,0.27645263,0.28853247,0.2696178,0.28734952,0.38596922,0.37789455,0.4536676,0.49201548,0.09483906,0.025141059027777777,elif
137.95361,63.409023,-15.897422,4.443463,-1.3122945,-2.8100119,-7.7878075,-10.121345,-11.8803425,-11.356284,-8.001452,-3.0468488,-0.50450057,0.30930224,0.24254224,0.2879214,0.2789901,0.30066836,0.30514196,0.26838073,0.37073356,0.3200257,0.35946482,0.47628638,0.4095609,0.9892648,0.04697815801056338,elif
-317.8065,192.80191,5.041419,-17.290836,12.090176,6.576369,-10.380833,6.7693405,-6.6911273,-13.216457,-6.7203665,-0.6973143,-18.648361,0.3751068,0.29034498,0.28864098,0.27732688,0.2980586,0.28916553,0.28679642,0.38057986,0.3824346,0.44723013,0.5002983,0.4389242,0.09506343,0.024420988475177305,elif
-231.40317,136.71284,-44.24732,22.476536,17.157583,0.53649396,-12.956021,-11.672266,-21.123592,-2.861015,-4.587702,-9.81297,-25.822426,0.4004429,0.6662674,0.6468501,0.7141665,0.6456692,0.3379112,0.2086794,0.24417615,0.1962564,0.2923821,0.29922777,0.25387877,0.09241568,0.059185606060606064,elif
-383.4595,157.313,45.2287,2.2898686,-3.970544,4.6634574,22.04185,19.85101,7.3159604,7.5746517,11.11358,17.59543,16.49315,0.47347537,0.47442448,0.49265033,0.49564222,0.5247167,0.6222919,0.6452608,0.68415093,0.70075244,0.5922048,0.47316465,0.4728923,0.07378404,0.01926467483108108,elif
145.53271,50.829483,-5.0056744,8.66657,-6.7425876,-5.3309145,-4.4258137,-4.97952,-7.7836733,-10.505317,-6.6405616,-5.561189,-6.774176,0.26790687,0.27910098,0.28083637,0.33959562,0.37154812,0.30388138,0.30037582,0.39451313,0.52158415,0.5570665,0.48613083,0.32959458,0.9887547,0.08938985475352113,elif
-330.31534,141.70808,-15.326223,12.110248,37.032425,9.748949,-14.502122,-3.77084,-14.1432905,-9.024648,1.4251785,-3.2704463,-24.09592,0.3700438,0.3042987,0.2570368,0.33328164,0.3657533,0.28770116,0.34341857,0.4356397,0.5223372,0.5950711,0.52072495,0.3845998,0.076338455,0.051879017065602835,elif
